Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5112414273,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5112414274,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5112414275,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5112414276,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5112414277,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5112414278,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,
5112414279,MLB $2.5K Quarter Jukebox [Just $0.25!],189599782,$0.25,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,RP,Tommy Nance (42615512),Tommy Nance,42615512,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,2.15
,,,,,,,,,,,,,,,RP,Lazaro Estrada (42615522),Lazaro Estrada,42615522,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,13.8
,,,,,,,,,,,,,,,RP,Joe Mantiply (42615524),Joe Mantiply,42615524,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,5.65
,,,,,,,,,,,,,,,RP,Tyler Rogers (42615540),Tyler Rogers,42615540,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,4.13
,,,,,,,,,,,,,,,RP,Eric Orze (42615561),Eric Orze,42615561,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,3.03
,,,,,,,,,,,,,,,RP,Garrett Acton (42615575),Garrett Acton,42615575,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,9.3
,,,,,,,,,,,,,,,RP,Kody Funderburk (42615576),Kody Funderburk,42615576,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,2.07
,,,,,,,,,,,,,,,RP,Yimi Garcia (42615588),Yimi Garcia,42615588,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Chase Lee (42615595),Chase Lee,42615595,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,RP,Brendon Little (42615598),Brendon Little,42615598,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,-1.51
,,,,,,,,,,,,,,,RP,Jeff Hoffman (42615600),Jeff Hoffman,42615600,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,5.57
,,,,,,,,,,,,,,,RP,Zak Kent (42615605),Zak Kent,42615605,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,1.42
,,,,,,,,,,,,,,,RP,Cole Sands (42615632),Cole Sands,42615632,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,1.43
,,,,,,,,,,,,,,,RP,Anthony Banda (42615641),Anthony Banda,42615641,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,1.28
,,,,,,,,,,,,,,,RP,Louis Varland (42615645),Louis Varland,42615645,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,4.74
,,,,,,,,,,,,,,,RP,Cody Laweryson (42615674),Cody Laweryson,42615674,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,4.01
,,,,,,,,,,,,,,,RP,Taylor Rogers (42615704),Taylor Rogers,42615704,P,4000,MIN@TOR 04/12/2026 01:37PM ET,MIN,2.04
,,,,,,,,,,,,,,,RP,Spencer Miles (42615707),Spencer Miles,42615707,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,5.28
,,,,,,,,,,,,,,,RP,Braydon Fisher (42615719),Braydon Fisher,42615719,P,4000,MIN@TOR 04/12/2026 01:37PM ET,TOR,5.76
,,,,,,,,,,,,,,,C,Agustin Ramirez (42614830),Agustin Ramirez,42614830,C,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,6.43
,,,,,,,,,,,,,,,SP,Jake Miller (42615450),Jake Miller,42615450,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,William Kempner (42615455),William Kempner,42615455,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Ty Madden (42615465),Ty Madden,42615465,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Josh White (42615478),Josh White,42615478,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (42615489),Sawyer Gipson-Long,42615489,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,SP,Bradley Blalock (42615492),Bradley Blalock,42615492,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Beau Brieske (42615493),Beau Brieske,42615493,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Connor Seabold (42615495),Connor Seabold,42615495,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,7.35
,,,,,,,,,,,,,,,RP,Will Vest (42615510),Will Vest,42615510,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,1.34
,,,,,,,,,,,,,,,RP,Lake Bachar (42615513),Lake Bachar,42615513,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,6.39
,,,,,,,,,,,,,,,RP,Tyler Phillips (42615515),Tyler Phillips,42615515,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,8.52
,,,,,,,,,,,,,,,RP,Michael Petersen (42615534),Michael Petersen,42615534,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,3.12
,,,,,,,,,,,,,,,RP,John King (42615539),John King,42615539,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,3.68
,,,,,,,,,,,,,,,RP,Tyler Holton (42615554),Tyler Holton,42615554,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,3.34
,,,,,,,,,,,,,,,RP,Andrew Nardi (42615566),Andrew Nardi,42615566,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,3.2
,,,,,,,,,,,,,,,RP,Kyle Finnegan (42615581),Kyle Finnegan,42615581,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,2.2
,,,,,,,,,,,,,,,RP,Brant Hurter (42615585),Brant Hurter,42615585,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,2.78
,,,,,,,,,,,,,,,RP,Bailey Horn (42615587),Bailey Horn,42615587,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Anthony Bender (42615597),Anthony Bender,42615597,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,1.96
,,,,,,,,,,,,,,,RP,Ronny Henriquez (42615599),Ronny Henriquez,42615599,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Drew Anderson (42615606),Drew Anderson,42615606,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,4.27
,,,,,,,,,,,,,,,RP,Enmanuel De Jesus (42615622),Enmanuel De Jesus,42615622,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,4.04
,,,,,,,,,,,,,,,RP,Calvin Faucher (42615650),Calvin Faucher,42615650,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,3.51
,,,,,,,,,,,,,,,RP,Brenan Hanifee (42615664),Brenan Hanifee,42615664,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Drew Sommers (42615680),Drew Sommers,42615680,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Pete Fairbanks (42615689),Pete Fairbanks,42615689,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,3
,,,,,,,,,,,,,,,RP,Kenley Jansen (42615701),Kenley Jansen,42615701,P,4000,MIA@DET 04/12/2026 01:40PM ET,DET,3.7
,,,,,,,,,,,,,,,RP,Cade Gibson (42615710),Cade Gibson,42615710,P,4000,MIA@DET 04/12/2026 01:40PM ET,MIA,0
,,,,,,,,,,,,,,,3B,Matt Chapman (42614822),Matt Chapman,42614822,3B,4000,SF@BAL 04/12/2026 01:35PM ET,SF,7.47
,,,,,,,,,,,,,,,2B,Luis Arraez (42614829),Luis Arraez,42614829,2B,4000,SF@BAL 04/12/2026 01:35PM ET,SF,7
,,,,,,,,,,,,,,,RP,Rowan Wick (42615442),Rowan Wick,42615442,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Cameron Foster (42615453),Cameron Foster,42615453,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Reiver Sanmartin (42615461),Reiver Sanmartin,42615461,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Jason Foley (42615466),Jason Foley,42615466,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Sam Hentges (42615479),Sam Hentges,42615479,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Felix Bautista (42615498),Felix Bautista,42615498,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Yaramil Hiraldo (42615518),Yaramil Hiraldo,42615518,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,-1.48
,,,,,,,,,,,,,,,RP,Ryan Helsley (42615525),Ryan Helsley,42615525,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,2.57
,,,,,,,,,,,,,,,RP,Anthony Nunez (42615535),Anthony Nunez,42615535,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,4.48
,,,,,,,,,,,,,,,RP,Jose Espada (42615547),Jose Espada,42615547,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Andrew Kittredge (42615556),Andrew Kittredge,42615556,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Matt Gage (42615564),Matt Gage,42615564,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,3.63
,,,,,,,,,,,,,,,RP,Nick Raquet (42615572),Nick Raquet,42615572,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,-5.55
,,,,,,,,,,,,,,,RP,Joel Peguero (42615573),Joel Peguero,42615573,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Trevor McDonald (42615592),Trevor McDonald,42615592,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,RP,Jayvien Sandridge (42615594),Jayvien Sandridge,42615594,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Colin Selby (42615601),Colin Selby,42615601,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,0
,,,,,,,,,,,,,,,RP,Erik Miller (42615619),Erik Miller,42615619,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,1.64
,,,,,,,,,,,,,,,RP,Ryan Borucki (42615630),Ryan Borucki,42615630,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0.9
,,,,,,,,,,,,,,,RP,Rico Garcia (42615655),Rico Garcia,42615655,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,4.74
,,,,,,,,,,,,,,,RP,Grant Wolfram (42615671),Grant Wolfram,42615671,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,4.78
,,,,,,,,,,,,,,,RP,Yennier Cano (42615684),Yennier Cano,42615684,P,4000,SF@BAL 04/12/2026 01:35PM ET,BAL,2.85
,,,,,,,,,,,,,,,SP,Caleb Kilian (42615694),Caleb Kilian,42615694,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,3.79
,,,,,,,,,,,,,,,RP,Ryan Walker (42615706),Ryan Walker,42615706,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,2.43
,,,,,,,,,,,,,,,RP,Randy Rodriguez (42615718),Randy Rodriguez,42615718,P,4000,SF@BAL 04/12/2026 01:35PM ET,SF,0
,,,,,,,,,,,,,,,OF,Chandler Simpson (42614828),Chandler Simpson,42614828,OF,4000,NYY@TB 04/12/2026 01:40PM ET,TB,8.64
,,,,,,,,,,,,,,,SP,Chase Hampton (42615439),Chase Hampton,42615439,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,0
,,,,,,,,,,,,,,,SP,Elmer Rodriguez (42615446),Elmer Rodriguez,42615446,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Kervin Castro (42615448),Kervin Castro,42615448,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Alex Cook (42615467),Alex Cook,42615467,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Steven Wilson (42615488),Steven Wilson,42615488,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Angel Chivilli (42615516),Angel Chivilli,42615516,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Joe Rock (42615523),Joe Rock,42615523,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Jake Bird (42615529),Jake Bird,42615529,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,3.33
,,,,,,,,,,,,,,,RP,Cam Booser (42615530),Cam Booser,42615530,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Kevin Kelly (42615546),Kevin Kelly,42615546,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,1.57
,,,,,,,,,,,,,,,RP,David Bednar (42615567),David Bednar,42615567,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,2
,,,,,,,,,,,,,,,RP,Brent Headrick (42615582),Brent Headrick,42615582,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,3.92
,,,,,,,,,,,,,,,RP,Garrett Cleavinger (42615602),Garrett Cleavinger,42615602,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,2.35
,,,,,,,,,,,,,,,RP,Jesse Scholtens (42615607),Jesse Scholtens,42615607,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,15.5
,,,,,,,,,,,,,,,RP,Camilo Doval (42615609),Camilo Doval,42615609,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,1.58
,,,,,,,,,,,,,,,RP,Cole Sulser (42615613),Cole Sulser,42615613,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,4.1
,,,,,,,,,,,,,,,RP,Manuel Rodriguez (42615623),Manuel Rodriguez,42615623,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Hunter Bigge (42615644),Hunter Bigge,42615644,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,2.34
,,,,,,,,,,,,,,,RP,Griffin Jax (42615663),Griffin Jax,42615663,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0.49
,,,,,,,,,,,,,,,RP,Yerry de los Santos (42615670),Yerry de los Santos,42615670,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,0
,,,,,,,,,,,,,,,RP,Edwin Uceta (42615676),Edwin Uceta,42615676,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Fernando Cruz (42615677),Fernando Cruz,42615677,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,3.86
,,,,,,,,,,,,,,,RP,Bryan Baker (42615678),Bryan Baker,42615678,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,3.65
,,,,,,,,,,,,,,,RP,Tim Hill (42615683),Tim Hill,42615683,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,2.72
,,,,,,,,,,,,,,,RP,Mason Englert (42615687),Mason Englert,42615687,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,0.3
,,,,,,,,,,,,,,,RP,Paul Blackburn (42615703),Paul Blackburn,42615703,P,4000,NYY@TB 04/12/2026 01:40PM ET,NYY,2.73
,,,,,,,,,,,,,,,RP,Yoendrys Gomez (42615720),Yoendrys Gomez,42615720,P,4000,NYY@TB 04/12/2026 01:40PM ET,TB,2.28
,,,,,,,,,,,,,,,SP,Julian Aguiar (42615474),Julian Aguiar,42615474,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Sam Moll (42615494),Sam Moll,42615494,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,3.45
,,,,,,,,,,,,,,,RP,Jordan Romano (42615496),Jordan Romano,42615496,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,4.01
,,,,,,,,,,,,,,,RP,Ben Joyce (42615500),Ben Joyce,42615500,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Zach Maxwell (42615514),Zach Maxwell,42615514,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Kirby Yates (42615519),Kirby Yates,42615519,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Connor Phillips (42615526),Connor Phillips,42615526,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,3.5
,,,,,,,,,,,,,,,RP,Graham Ashcraft (42615542),Graham Ashcraft,42615542,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,3.82
,,,,,,,,,,,,,,,RP,Kyle Nicolas (42615543),Kyle Nicolas,42615543,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,-4.9
,,,,,,,,,,,,,,,SP,Walbert Urena (42615544),Walbert Urena,42615544,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,1.48
,,,,,,,,,,,,,,,SP,Tony Santillan (42615545),Tony Santillan,42615545,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,4.88
,,,,,,,,,,,,,,,RP,Ryan Zeferjahn (42615568),Ryan Zeferjahn,42615568,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,5.75
,,,,,,,,,,,,,,,SP,Jose Franco (42615569),Jose Franco,42615569,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,3.18
,,,,,,,,,,,,,,,RP,Brock Burke (42615586),Brock Burke,42615586,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,4.85
,,,,,,,,,,,,,,,RP,Jose Fermin (42615608),Jose Fermin,42615608,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,RP,Drew Pomeranz (42615628),Drew Pomeranz,42615628,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,0.74
,,,,,,,,,,,,,,,RP,Pierce Johnson (42615636),Pierce Johnson,42615636,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,2.61
,,,,,,,,,,,,,,,RP,Caleb Ferguson (42615647),Caleb Ferguson,42615647,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Shaun Anderson (42615652),Shaun Anderson,42615652,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,6.27
,,,,,,,,,,,,,,,RP,Brent Suter (42615660),Brent Suter,42615660,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,6.81
,,,,,,,,,,,,,,,RP,Emilio Pagan (42615681),Emilio Pagan,42615681,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,2.62
,,,,,,,,,,,,,,,RP,Sam Bachman (42615690),Sam Bachman,42615690,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,4.84
,,,,,,,,,,,,,,,RP,Luis Mey (42615692),Luis Mey,42615692,P,4000,LAA@CIN 04/12/2026 01:40PM ET,CIN,0
,,,,,,,,,,,,,,,RP,Robert Stephenson (42615715),Robert Stephenson,42615715,P,4000,LAA@CIN 04/12/2026 01:40PM ET,LAA,0
,,,,,,,,,,,,,,,SP,Mitch Bratt (42615430),Mitch Bratt,42615430,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Kohl Drake (42615433),Kohl Drake,42615433,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Dylan Ray (42615438),Dylan Ray,42615438,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Blake Walston (42615449),Blake Walston,42615449,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Moises Chace (42615462),Moises Chace,42615462,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Jean Cabrera (42615468),Jean Cabrera,42615468,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Paul Sewald (42615509),Paul Sewald,42615509,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,2.8
,,,,,,,,,,,,,,,RP,Andrew Saalfrank (42615531),Andrew Saalfrank,42615531,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Justin Martinez (42615537),Justin Martinez,42615537,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Philip Abner (42615549),Philip Abner,42615549,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Juan Burgos (42615551),Juan Burgos,42615551,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Jhoan Duran (42615557),Jhoan Duran,42615557,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,4.29
,,,,,,,,,,,,,,,RP,Jonathan Loaisiga (42615558),Jonathan Loaisiga,42615558,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,3.1
,,,,,,,,,,,,,,,RP,Orion Kerkering (42615565),Orion Kerkering,42615565,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,2.32
,,,,,,,,,,,,,,,RP,Brandyn Garcia (42615593),Brandyn Garcia,42615593,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Kevin Ginkel (42615612),Kevin Ginkel,42615612,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,1.53
,,,,,,,,,,,,,,,RP,A.J. Puk (42615625),A.J. Puk,42615625,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Chase Shugart (42615629),Chase Shugart,42615629,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Max Lazar (42615633),Max Lazar,42615633,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Kyle Backhus (42615638),Kyle Backhus,42615638,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,1.44
,,,,,,,,,,,,,,,RP,Alan Rangel (42615639),Alan Rangel,42615639,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Drey Jameson (42615640),Drey Jameson,42615640,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Zach Pop (42615646),Zach Pop,42615646,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,2.4
,,,,,,,,,,,,,,,RP,Jose Alvarado (42615657),Jose Alvarado,42615657,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,1.13
,,,,,,,,,,,,,,,RP,Brad Keller (42615661),Brad Keller,42615661,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,2.05
,,,,,,,,,,,,,,,RP,Taylor Rashi (42615662),Taylor Rashi,42615662,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,8.38
,,,,,,,,,,,,,,,RP,Kade Strowd (42615665),Kade Strowd,42615665,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Tim Mayza (42615673),Tim Mayza,42615673,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,5.58
,,,,,,,,,,,,,,,RP,Andrew Hoffmann (42615675),Andrew Hoffmann,42615675,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,6.25
,,,,,,,,,,,,,,,RP,Taylor Clarke (42615691),Taylor Clarke,42615691,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,1.83
,,,,,,,,,,,,,,,RP,Nolan Hoffman (42615697),Nolan Hoffman,42615697,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Ryan Thompson (42615698),Ryan Thompson,42615698,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,2.47
,,,,,,,,,,,,,,,SP,Cristian Mena (42615699),Cristian Mena,42615699,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Juan Morillo (42615714),Juan Morillo,42615714,P,4000,ARI@PHI 04/12/2026 01:35PM ET,ARI,2.94
,,,,,,,,,,,,,,,RP,Tanner Banks (42615721),Tanner Banks,42615721,P,4000,ARI@PHI 04/12/2026 01:35PM ET,PHI,3.95
,,,,,,,,,,,,,,,SP,Ben Kudrna (42615435),Ben Kudrna,42615435,P,4000,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Eric Cerantola (42615447),Eric Cerantola,42615447,P,4000,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Prelander Berroa (42615451),Prelander Berroa,42615451,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,James McArthur (42615456),James McArthur,42615456,P,4000,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,RP,Tyler Schweitzer (42615457),Tyler Schweitzer,42615457,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,1.2
,,,,,,,,,,,,,,,SP,Tanner McDougal (42615472),Tanner McDougal,42615472,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,David Sandlin (42615473),David Sandlin,42615473,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Steven Zobac (42615475),Steven Zobac,42615475,P,4000,CWS@KC 04/12/2026 02:10PM ET,KC,0
,,,,,,,,,,,,,,,SP,Ky Bush (42615476),Ky Bush,42615476,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,SP,Doug Nikhazy (42615490),Doug Nikhazy,42615490,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Duncan Davitt (42615497),Duncan Davitt,42615497,P,4000,CWS@KC 04/12/2026 02:10PM ET,CWS,1.65
