Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,Instructions,,,,,,,,
,,,,,,,,,,,,,,OF,Cody Bellinger (42633785),Cody Bellinger,42633785,OF,4400,LAA@NYY 04/14/2026 07:05PM ET,NYY,7.44
,,,,,,,,,,,,,,SS,Otto Lopez (42633792),Otto Lopez,42633792,SS,4300,MIA@ATL 04/14/2026 07:15PM ET,MIA,8.62
,,,,,,,,,,,,,,1B,Munetaka Murakami (42633789),Munetaka Murakami,42633789,1B,4300,TB@CWS 04/14/2026 07:40PM ET,CWS,7
,,,,,,,,,,,,,,1B,Alec Burleson (42633788),Alec Burleson,42633788,1B,4300,CLE@STL 04/14/2026 07:45PM ET,STL,8.31
,,,,,,,,,,,,,,OF,Chase DeLauter (42633790),Chase DeLauter,42633790,OF,4300,CLE@STL 04/14/2026 07:45PM ET,CLE,9.6
,,,,,,,,,,,,,,2B,JJ Wetherholt (42633791),JJ Wetherholt,42633791,2B,4300,CLE@STL 04/14/2026 07:45PM ET,STL,7.31
,,,,,,,,,,,,,,3B,Kazuma Okamoto (42633794),Kazuma Okamoto,42633794,3B,4300,TOR@MIL 04/14/2026 07:40PM ET,TOR,5.36
,,,,,,,,,,,,,,OF,Randy Arozarena (42633793),Randy Arozarena,42633793,OF,4300,SEA@SD 04/14/2026 09:40PM ET,SEA,8.24
,,,,,,,,,,,,,,1B,Jonathan Aranda (42633795),Jonathan Aranda,42633795,1B,4200,TB@CWS 04/14/2026 07:40PM ET,TB,8.13
,,,,,,,,,,,,,,OF,Chandler Simpson (42633801),Chandler Simpson,42633801,OF,4200,TB@CWS 04/14/2026 07:40PM ET,TB,9.73
,,,,,,,,,,,,,,2B/3B,Isaac Paredes (42633798),Isaac Paredes,42633798,2B/3B,4200,COL@HOU 04/14/2026 08:10PM ET,HOU,6.58
,,,,,,,,,,,,,,3B,Bo Bichette (42633796),Bo Bichette,42633796,3B,4200,NYM@LAD 04/14/2026 10:10PM ET,NYM,5.82
,,,,,,,,,,,,,,C,Will Smith (42633797),Will Smith,42633797,C,4200,NYM@LAD 04/14/2026 10:10PM ET,LAD,6.93
,,,,,,,,,,,,,,OF,Ramon Laureano (42633802),Ramon Laureano,42633802,OF,4200,SEA@SD 04/14/2026 09:40PM ET,SD,9.87
,,,,,,,,,,,,,,OF,Giancarlo Stanton (42633800),Giancarlo Stanton,42633800,OF,4200,LAA@NYY 04/14/2026 07:05PM ET,NYY,7.13
,,,,,,,,,,,,,,3B/SS,Colson Montgomery (42633808),Colson Montgomery,42633808,3B/SS,4100,TB@CWS 04/14/2026 07:40PM ET,CWS,6.81
,,,,,,,,,,,,,,1B,Josh Bell (42633804),Josh Bell,42633804,1B,4100,BOS@MIN 04/14/2026 07:40PM ET,MIN,9.18
,,,,,,,,,,,,,,2B,Luke Keaschall (42633805),Luke Keaschall,42633805,2B,4100,BOS@MIN 04/14/2026 07:40PM ET,MIN,7.12
,,,,,,,,,,,,,,OF,Cam Smith (42633806),Cam Smith,42633806,OF,4100,COL@HOU 04/14/2026 08:10PM ET,HOU,8.76
,,,,,,,,,,,,,,C,Francisco Alvarez (42633807),Francisco Alvarez,42633807,C,4100,NYM@LAD 04/14/2026 10:10PM ET,NYM,6.87
,,,,,,,,,,,,,,3B,Brendan Donovan (42633803),Brendan Donovan,42633803,3B,4100,SEA@SD 04/14/2026 09:40PM ET,SEA,8.43
,,,,,,,,,,,,,,OF,Wyatt Langford (42633818),Wyatt Langford,42633818,OF,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,5.31
,,,,,,,,,,,,,,SP,David Davalillo (42634362),David Davalillo,42634362,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,SP,Braden Nett (42634372),Braden Nett,42634372,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,SP,Henry Baez (42634373),Henry Baez,42634373,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,SP,Winston Santos (42634378),Winston Santos,42634378,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,SP,Leandro Lopez (42634379),Leandro Lopez,42634379,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,SP,Chen Zhong-Ao Zhuang (42634385),Chen Zhong-Ao Zhuang,42634385,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,SP,Emiliano Teodo (42634399),Emiliano Teodo,42634399,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,RP,Brady Basso (42634409),Brady Basso,42634409,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,RP,Mason Barnett (42634410),Mason Barnett,42634410,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,SP,Jose Corniell (42634415),Jose Corniell,42634415,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,RP,Justin Sterner (42634433),Justin Sterner,42634433,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,3.17
,,,,,,,,,,,,,,RP,Robert Garcia (42634453),Robert Garcia,42634453,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0.99
,,,,,,,,,,,,,,RP,Tyler Ferguson (42634459),Tyler Ferguson,42634459,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,RP,Tyler Alexander (42634475),Tyler Alexander,42634475,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.34
,,,,,,,,,,,,,,RP,Carter Baumler (42634478),Carter Baumler,42634478,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.54
,,,,,,,,,,,,,,RP,Scott Barlow (42634480),Scott Barlow,42634480,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,2.14
,,,,,,,,,,,,,,RP,Mark Leiter Jr. (42634498),Mark Leiter Jr.,42634498,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0.92
,,,,,,,,,,,,,,RP,Eduarniel Nunez (42634510),Eduarniel Nunez,42634510,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,0
,,,,,,,,,,,,,,RP,Joel Kuhnel (42634514),Joel Kuhnel,42634514,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,2.22
,,,,,,,,,,,,,,RP,Luis Curvelo (42634529),Luis Curvelo,42634529,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,2.35
,,,,,,,,,,,,,,RP,Michael Kelly (42634535),Michael Kelly,42634535,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,1.44
,,,,,,,,,,,,,,RP,Elvis Alvarado (42634543),Elvis Alvarado,42634543,P,4000,TEX@ATH 04/14/2026 09:40PM ET,ATH,2.41
,,,,,,,,,,,,,,RP,Chris Martin (42634554),Chris Martin,42634554,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,1.76
,,,,,,,,,,,,,,RP,Cole Winn (42634565),Cole Winn,42634565,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.81
,,,,,,,,,,,,,,RP,Michel Otanez (42634589),Michel Otanez,42634589,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,RP,Marc Church (42634599),Marc Church,42634599,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,0
,,,,,,,,,,,,,,RP,Jalen Beeks (42634606),Jalen Beeks,42634606,P,4000,TEX@ATH 04/14/2026 09:40PM ET,TEX,3.26
,,,,,,,,,,,,,,RP,Joe Jimenez (42634388),Joe Jimenez,42634388,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Jhancarlos Lara (42634390),Jhancarlos Lara,42634390,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,William Kempner (42634398),William Kempner,42634398,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Josh White (42634403),Josh White,42634403,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Dylan Dodd (42634412),Dylan Dodd,42634412,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,10.15
,,,,,,,,,,,,,,SP,Bradley Blalock (42634419),Bradley Blalock,42634419,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Andrew Nardi (42634447),Andrew Nardi,42634447,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,4.04
,,,,,,,,,,,,,,RP,Raisel Iglesias (42634451),Raisel Iglesias,42634451,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,4.19
,,,,,,,,,,,,,,RP,Joel Payamps (42634461),Joel Payamps,42634461,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,1.13
,,,,,,,,,,,,,,RP,Lake Bachar (42634477),Lake Bachar,42634477,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,7.37
,,,,,,,,,,,,,,RP,Tyler Kinley (42634481),Tyler Kinley,42634481,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,3.79
,,,,,,,,,,,,,,RP,Michael Petersen (42634492),Michael Petersen,42634492,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,3.12
,,,,,,,,,,,,,,RP,Aaron Bummer (42634515),Aaron Bummer,42634515,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,1.41
,,,,,,,,,,,,,,RP,Dylan Lee (42634525),Dylan Lee,42634525,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,2.86
,,,,,,,,,,,,,,RP,John King (42634527),John King,42634527,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,3.26
,,,,,,,,,,,,,,RP,Tyler Phillips (42634534),Tyler Phillips,42634534,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,7.76
,,,,,,,,,,,,,,RP,Anthony Bender (42634540),Anthony Bender,42634540,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,2.17
,,,,,,,,,,,,,,RP,Ronny Henriquez (42634548),Ronny Henriquez,42634548,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Cade Gibson (42634551),Cade Gibson,42634551,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,0
,,,,,,,,,,,,,,RP,Hayden Harris (42634556),Hayden Harris,42634556,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Robert Suarez (42634575),Robert Suarez,42634575,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,4.75
,,,,,,,,,,,,,,RP,Hunter Stratton (42634581),Hunter Stratton,42634581,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Daysbel Hernandez (42634583),Daysbel Hernandez,42634583,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Pete Fairbanks (42634595),Pete Fairbanks,42634595,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,3
,,,,,,,,,,,,,,RP,Rolddy Munoz (42634600),Rolddy Munoz,42634600,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0.9
,,,,,,,,,,,,,,RP,Danny Young (42634612),Danny Young,42634612,P,4000,MIA@ATL 04/14/2026 07:15PM ET,ATL,0
,,,,,,,,,,,,,,RP,Calvin Faucher (42634620),Calvin Faucher,42634620,P,4000,MIA@ATL 04/14/2026 07:15PM ET,MIA,3.54
,,,,,,,,,,,,,,RP,David Sandlin (42634358),David Sandlin,42634358,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Alex Cook (42634365),Alex Cook,42634365,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,RP,Tyler Schweitzer (42634375),Tyler Schweitzer,42634375,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,1.2
,,,,,,,,,,,,,,RP,Prelander Berroa (42634380),Prelander Berroa,42634380,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,SP,Tanner McDougal (42634383),Tanner McDougal,42634383,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,SP,Ky Bush (42634391),Ky Bush,42634391,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Steven Wilson (42634411),Steven Wilson,42634411,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,SP,Doug Nikhazy (42634416),Doug Nikhazy,42634416,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Mason Englert (42634454),Mason Englert,42634454,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,-0.19
,,,,,,,,,,,,,,RP,Bryan Baker (42634460),Bryan Baker,42634460,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,3.65
,,,,,,,,,,,,,,RP,Lucas Sims (42634466),Lucas Sims,42634466,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,3.95
,,,,,,,,,,,,,,RP,Jordan Leasure (42634471),Jordan Leasure,42634471,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,3.61
,,,,,,,,,,,,,,RP,Kevin Kelly (42634483),Kevin Kelly,42634483,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,1.79
,,,,,,,,,,,,,,RP,Edwin Uceta (42634485),Edwin Uceta,42634485,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,RP,Manuel Rodriguez (42634487),Manuel Rodriguez,42634487,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,RP,Wikelman Gonzalez (42634493),Wikelman Gonzalez,42634493,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0
,,,,,,,,,,,,,,RP,Griffin Jax (42634506),Griffin Jax,42634506,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0.49
,,,,,,,,,,,,,,RP,Cam Booser (42634511),Cam Booser,42634511,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,RP,Bryan Hudson (42634526),Bryan Hudson,42634526,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,2.79
,,,,,,,,,,,,,,RP,Jordan Hicks (42634531),Jordan Hicks,42634531,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,0.88
,,,,,,,,,,,,,,RP,Jesse Scholtens (42634545),Jesse Scholtens,42634545,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,15.5
,,,,,,,,,,,,,,RP,Chris Murphy (42634546),Chris Murphy,42634546,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,1.18
,,,,,,,,,,,,,,RP,Yoendrys Gomez (42634563),Yoendrys Gomez,42634563,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,2.28
,,,,,,,,,,,,,,RP,Hunter Bigge (42634580),Hunter Bigge,42634580,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,2.34
,,,,,,,,,,,,,,RP,Brandon Eisert (42634582),Brandon Eisert,42634582,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,-1.55
,,,,,,,,,,,,,,RP,Cole Sulser (42634588),Cole Sulser,42634588,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,2.58
,,,,,,,,,,,,,,RP,Seranthony Dominguez (42634605),Seranthony Dominguez,42634605,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,3.66
,,,,,,,,,,,,,,RP,Garrett Cleavinger (42634608),Garrett Cleavinger,42634608,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,2.35
,,,,,,,,,,,,,,RP,Joe Rock (42634618),Joe Rock,42634618,P,4000,TB@CWS 04/14/2026 07:40PM ET,TB,0
,,,,,,,,,,,,,,RP,Duncan Davitt (42634622),Duncan Davitt,42634622,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,1.65
,,,,,,,,,,,,,,RP,Tyler Gilbert (42634625),Tyler Gilbert,42634625,P,4000,TB@CWS 04/14/2026 07:40PM ET,CWS,-3.55
,,,,,,,,,,,,,,SP,Kendry Rojas (42634357),Kendry Rojas,42634357,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,Connor Prielipp (42634368),Connor Prielipp,42634368,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,John Klein (42634395),John Klein,42634395,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,SP,Jake Bennett (42634401),Jake Bennett,42634401,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,0
,,,,,,,,,,,,,,RP,Travis Adams (42634413),Travis Adams,42634413,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,0
,,,,,,,,,,,,,,RP,Aroldis Chapman (42634444),Aroldis Chapman,42634444,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,2.57
,,,,,,,,,,,,,,RP,Taylor Rogers (42634455),Taylor Rogers,42634455,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,2.04
,,,,,,,,,,,,,,RP,Eric Orze (42634458),Eric Orze,42634458,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,1.83
,,,,,,,,,,,,,,RP,Anthony Banda (42634479),Anthony Banda,42634479,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,1.28
,,,,,,,,,,,,,,RP,Andrew Morris (42634496),Andrew Morris,42634496,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,5.15
,,,,,,,,,,,,,,RP,Tyler Samaniego (42634500),Tyler Samaniego,42634500,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,4.82
,,,,,,,,,,,,,,RP,Garrett Whitlock (42634501),Garrett Whitlock,42634501,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,3.78
,,,,,,,,,,,,,,RP,Danny Coulombe (42634505),Danny Coulombe,42634505,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,1.06
,,,,,,,,,,,,,,RP,Cole Sands (42634518),Cole Sands,42634518,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,1.43
,,,,,,,,,,,,,,RP,Cody Laweryson (42634520),Cody Laweryson,42634520,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,4.01
,,,,,,,,,,,,,,RP,Justin Topa (42634524),Justin Topa,42634524,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,1.14
,,,,,,,,,,,,,,RP,Jovani Moran (42634532),Jovani Moran,42634532,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,7.57
,,,,,,,,,,,,,,RP,Tyler Uberstine (42634539),Tyler Uberstine,42634539,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,5.6
,,,,,,,,,,,,,,RP,Zack Kelly (42634553),Zack Kelly,42634553,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,1.4
,,,,,,,,,,,,,,RP,Zak Kent (42634590),Zak Kent,42634590,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,1.42
,,,,,,,,,,,,,,RP,Kody Funderburk (42634592),Kody Funderburk,42634592,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,2.07
,,,,,,,,,,,,,,RP,Greg Weissert (42634615),Greg Weissert,42634615,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,2.89
,,,,,,,,,,,,,,RP,Justin Slaten (42634616),Justin Slaten,42634616,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,3.78
,,,,,,,,,,,,,,RP,Garrett Acton (42634617),Garrett Acton,42634617,P,4000,BOS@MIN 04/14/2026 07:40PM ET,MIN,9.3
,,,,,,,,,,,,,,RP,Ryan Watson (42634623),Ryan Watson,42634623,P,4000,BOS@MIN 04/14/2026 07:40PM ET,BOS,2.21
,,,,,,,,,,,,,,SS,Ezequiel Tovar (42633810),Ezequiel Tovar,42633810,SS,4000,COL@HOU 04/14/2026 08:10PM ET,COL,6.25
,,,,,,,,,,,,,,C,Yainer Diaz (42633811),Yainer Diaz,42633811,C,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,5.69
,,,,,,,,,,,,,,SP,Gabriel Hughes (42634360),Gabriel Hughes,42634360,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Welinton Herrera (42634374),Welinton Herrera,42634374,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,RJ Petit (42634396),RJ Petit,42634396,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Jeff Criswell (42634402),Jeff Criswell,42634402,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,SP,Pierson Ohl (42634418),Pierson Ohl,42634418,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Carson Palmquist (42634420),Carson Palmquist,42634420,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Bennett Sousa (42634422),Bennett Sousa,42634422,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,RP,Steven Okert (42634427),Steven Okert,42634427,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,2.41
,,,,,,,,,,,,,,RP,Bryan Abreu (42634452),Bryan Abreu,42634452,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,0.35
,,,,,,,,,,,,,,RP,Jaden Hill (42634476),Jaden Hill,42634476,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,3.04
,,,,,,,,,,,,,,RP,Zach Agnos (42634486),Zach Agnos,42634486,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,1.59
,,,,,,,,,,,,,,RP,Bryan King (42634490),Bryan King,42634490,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,4.37
,,,,,,,,,,,,,,RP,Juan Mejia (42634499),Juan Mejia,42634499,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,1.12
,,,,,,,,,,,,,,RP,Kai-Wei Teng (42634508),Kai-Wei Teng,42634508,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,5.42
,,,,,,,,,,,,,,RP,Jimmy Herget (42634522),Jimmy Herget,42634522,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,2.93
,,,,,,,,,,,,,,RP,Jayden Murray (42634523),Jayden Murray,42634523,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,3.5
,,,,,,,,,,,,,,RP,Brennan Bernardino (42634564),Brennan Bernardino,42634564,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,2.48
,,,,,,,,,,,,,,RP,Luis Peralta (42634567),Luis Peralta,42634567,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Seth Halvorsen (42634571),Seth Halvorsen,42634571,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Christian Roa (42634572),Christian Roa,42634572,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,1.72
,,,,,,,,,,,,,,RP,Josh Hader (42634576),Josh Hader,42634576,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,0
,,,,,,,,,,,,,,RP,Victor Vodnik (42634593),Victor Vodnik,42634593,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,2.42
,,,,,,,,,,,,,,RP,Sammy Peralta (42634597),Sammy Peralta,42634597,P,4000,COL@HOU 04/14/2026 08:10PM ET,COL,0
,,,,,,,,,,,,,,RP,Enyel De Los Santos (42634602),Enyel De Los Santos,42634602,P,4000,COL@HOU 04/14/2026 08:10PM ET,HOU,3.25
,,,,,,,,,,,,,,RP,Ronan Kopp (42634364),Ronan Kopp,42634364,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Jonathan Pintaro (42634366),Jonathan Pintaro,42634366,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,SP,Nick Nastrini (42634370),Nick Nastrini,42634370,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Jake Cousins (42634377),Jake Cousins,42634377,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Kyle Hurt (42634382),Kyle Hurt,42634382,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Brusdar Graterol (42634386),Brusdar Graterol,42634386,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Dylan Ross (42634393),Dylan Ross,42634393,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Austin Warren (42634406),Austin Warren,42634406,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Justin Hagenman (42634407),Justin Hagenman,42634407,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Will Klein (42634423),Will Klein,42634423,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,6.37
,,,,,,,,,,,,,,RP,Alex Vesia (42634428),Alex Vesia,42634428,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,3.32
,,,,,,,,,,,,,,RP,Brooks Raley (42634448),Brooks Raley,42634448,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,4.49
,,,,,,,,,,,,,,RP,A.J. Minter (42634449),A.J. Minter,42634449,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Jack Dreyer (42634482),Jack Dreyer,42634482,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,3.44
,,,,,,,,,,,,,,RP,Craig Kimbrel (42634491),Craig Kimbrel,42634491,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,3.65
,,,,,,,,,,,,,,RP,Paul Gervase (42634507),Paul Gervase,42634507,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Alex Carrillo (42634516),Alex Carrillo,42634516,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Edwin Diaz (42634519),Edwin Diaz,42634519,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,3.82
,,,,,,,,,,,,,,RP,Joey Gerber (42634537),Joey Gerber,42634537,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,12.7
,,,,,,,,,,,,,,RP,Evan Phillips (42634541),Evan Phillips,42634541,P,4000,NYM@LAD 04/14/2026 10:10PM ET,LAD,0
,,,,,,,,,,,,,,RP,Reed Garrett (42634544),Reed Garrett,42634544,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,0
,,,,,,,,,,,,,,RP,Huascar Brazoban (42634549),Huascar Brazoban,42634549,P,4000,NYM@LAD 04/14/2026 10:10PM ET,NYM,4.45
